,Unnamed: 0,nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed
293576,293577,NCT00347555,,2006-06-29,,,2013-04-11,2006-06-29,2006-07-04,Estimate,,,,,,,2013-04-11,2013-04-12,Estimate,May 2006,,2006-05-31,May 2012,2012-05-31,April 2008,Actual,2008-04-30,April 2008,Actual,2008-04-30,,Interventional,,,Safety and Immunogenicity of EBA-175 RII-NG Malaria Vaccine Administered Intramuscularly,"Phase I, Double-Blinded, Placebo-Controlled Dosage-Escalation Study of the Safety and Immunogenicity of EBA-175 RII-NG Malaria Vaccine Administered Intramuscularly",Completed,,Phase 1,80.0,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,4.0,,,False,,,,,,,,,,,,,,,,,2023-06-15 13:36:01,2023-06-15 13:36:01,NIH,,,,,
293600,293601,NCT00541970,,2007-10-09,2012-10-18,,2018-06-28,2007-10-09,2007-10-10,Estimate,2014-03-13,2014-04-17,Estimate,,,,2018-06-28,2018-08-17,Actual,"October 17, 2007",,2007-10-17,August 2016,2016-08-31,"March 18, 2013",Actual,2013-03-18,"March 18, 2013",Actual,2013-03-18,,Interventional,,,Partially Blind Study to Evaluate Immunogenicity & Safety of GSK Bio's HPV Vaccine 580299 in Healthy Women Aged 9-25 Yrs,Evaluation of the Safety and Immunogenicity of GSK Biologicals' HPV Vaccine 580299 When Administered in Healthy Females Aged 9 - 25 Years Using an Alternative Schedule and an Alternative Dosing as Compared to the Standard Schedule and Dosing,Completed,,Phase 1,961.0,Actual,GlaxoSmithKline,,4.0,,,False,,,,,,,,,,,,,,,Yes,Patient-level data for this study will be made available through www.clinicalstudydatarequest.com following the timelines and process described on this site.,2023-06-16 16:58:50,2023-06-16 16:58:50,INDUSTRY,,,,,
293608,293609,NCT00347672,,2006-07-03,,,2008-01-18,2006-07-03,2006-07-04,Estimate,,,,,,,2008-01-18,2008-01-21,Estimate,June 2006,,2006-06-30,January 2008,2008-01-31,July 2007,Actual,2007-07-31,July 2007,Actual,2007-07-31,,Interventional,,,Safety of and Immune Response to a Bird Flu Virus Vaccine (H5N1) in Healthy Adults,"Phase 1 Inpatient Study of the Safety and Immunogenicity of Live Influenza A Vaccine H5N1 (6-2) AA ca Recombinant (A/VietNam/1203/2004 x A/AnnArbor/6/60/ca), a Live Attenuated Virus Vaccine Candidate for the Prevention of Avian Influenza H5N1 Infection in the Event of a Pandemic",Completed,,Phase 1,42.0,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,3.0,,,False,,,,False,,,,,,,,,,,,,2023-06-15 13:36:04,2023-06-15 13:36:04,NIH,,,,,
293631,293632,NCT00449124,,2007-03-15,,,2019-01-18,2007-03-15,2007-03-19,Estimate,,,,,,,2019-01-18,2019-01-23,Actual,,,,June 2008,2008-06-30,September 2007,Anticipated,2007-09-30,September 2007,Anticipated,2007-09-30,,Interventional,,,TG4040 in Patients With Chronic HCV,"A Phase I, Randomized, Double-Blind, Dose-Ranging, Crossover Trial of HCV Vaccine (TG4040) in Patients With Chronic Hepatitis C to be Conducted in Two Parts",Withdrawn,,Phase 1,0.0,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,7.0,,,False,,,,,,,,,,,,,,,,,2023-06-15 13:36:10,2023-06-15 13:36:10,NIH,,,,,
293700,293701,NCT00456183,,2007-04-03,,,2007-05-30,2007-04-03,2007-04-04,Estimate,,,,,,,2007-05-30,2007-05-31,Estimate,August 2005,,2005-08-31,May 2007,2007-05-31,April 2007,Actual,2007-04-30,,,,,Interventional,,,Safety and Immunogenicity of MVA85A in Volunteers Latently Infected With TB.,"A Phase I Study Evaluating the Safety and Immunogenicity of a New TB Vaccine, MVA85A, in Healthy Volunteers Who Are Latently Infected With Mycobacterium Tuberculosis.",Completed,,Phase 1,12.0,Actual,University of Oxford,,,,,False,,,,True,,,,,,,,,,,,,2023-06-15 13:36:48,2023-06-15 13:36:48,OTHER,,,,,
293708,293709,NCT00349037,,2006-07-05,,,2007-01-25,2006-07-05,2006-07-06,Estimate,,,,,,,2007-01-25,2007-01-29,Estimate,September 2006,,2006-09-30,January 2007,2007-01-31,January 2007,,2007-01-31,,,,,Interventional,,,Study of the Ability of a Flu Vaccine to Prevent Flu Infection,"A Prospective, Randomised, Double Blind, Placebo-Controlled Study to Assess the Efficacy of a Trivalent (A/New Caledonia/20/99, A/Panama/2007/99, B/Jiangsu/10/20) DNA Influenza Vaccine Administered by Particle Mediated Epidermal Delivery (PMED) Against a Controlled Influenza Virus Challenge.",Completed,,Phase 1,105.0,,PowderMed,,,,,False,,,,,,,,,,,,,,,,,2023-06-15 13:36:52,2023-06-15 13:36:52,INDUSTRY,,,,,
293767,293768,NCT04674306,,2020-12-13,,,2023-02-02,2020-12-13,2020-12-19,Actual,,,,,,,2023-02-02,2023-02-06,Actual,"October 1, 2021",Actual,2021-10-01,February 2023,2023-02-28,"September 1, 2023",Anticipated,2023-09-01,"June 1, 2023",Anticipated,2023-06-01,,Interventional,,,Adjuvant Therapy With an Alpha-lactalbumin Vaccine in Triple-Negative Breast Cancer,Phase I Trial of Adjuvant Therapy With an Alpha-lactalbumin Vaccine in Patients With Non-Metastatic Triple-Negative Breast Cancer at High Risk of Recurrence,Recruiting,,Early Phase 1,30.0,Anticipated,Case Comprehensive Cancer Center,,2.0,,,False,,,,True,True,False,,,,,,The data will become available during the course of the trial and indefinitely thereafter.,"The data will be available to the FDA and DOD. Otherwise, a confidentiality agreement will need to be in place.",,Yes,"Yes, the data will be shared with the FDA, the Department of Defense (DOD), and Anixa Biosciences who has negotiated rights to the drug, and any pharmaceutical partner who may wish to negotiate rights to the drug. All below may be shared, with patient data anonymized",2023-06-18 22:21:38,2023-06-18 22:21:38,OTHER,,,,,
293816,293817,NCT04672824,,2020-10-19,,,2023-02-03,2020-12-16,2020-12-17,Actual,,,,,,,2023-02-03,2023-02-06,Actual,"May 31, 2022",Actual,2022-05-31,January 2023,2023-01-31,"December 15, 2022",Actual,2022-12-15,"December 15, 2022",Actual,2022-12-15,,Interventional,,,A Study to Assess the New Candidate Rift Valley Fever Virus Vaccine in Healthy Adults,A Phase I Study to Determine the Safety and Immunogenicity of the Candidate Rift Valley Fever Virus (RVFV) Vaccine ChAdOx1 RVF Among Healthy Adult Volunteers in Uganda,Completed,,Phase 1,30.0,Actual,University of Oxford,,4.0,,,False,,,,True,False,False,,,,,,,,,No,,2023-06-18 22:21:46,2023-06-18 22:21:46,OTHER,,,,,
294016,294017,NCT00352898,,2006-07-14,,,2016-10-06,2006-07-14,2006-07-17,Estimate,,,,,,,2016-10-06,2016-10-07,Estimate,April 2006,,2006-04-30,October 2016,2016-10-31,November 2006,Actual,2006-11-30,,,,,Interventional,,,"Immunogenicity, Safety of Measles-mumps-rubella-varicella Vaccine (MeMuRu-OKA) Compared to Priorix Given With Varilrix",Comparative Study Evaluating the Immunogenicity & Safety of MeMuRu-OKA Vaccine & Measles-mumps-rubella Vaccine (Priorix) Co-administered With Varicella Vaccine (Varilrix) in Children Primed With Both Measles-mumps-rubella & Varicella Vaccines,Completed,,Phase 2,400.0,Actual,GlaxoSmithKline,,,,,False,,,,,,,,,,,,,,,Yes,Patient-level data for this study will be made available through www.clinicalstudydatarequest.com following the timelines and process described on this site.,2023-06-15 13:38:49,2023-06-15 13:38:49,INDUSTRY,,,,,
294022,294023,NCT00466245,,2007-04-25,,,2014-01-17,2007-04-25,2007-04-27,Estimate,,,,,,,2014-01-17,2014-01-22,Estimate,July 2005,,2005-07-31,January 2014,2014-01-31,June 2006,Actual,2006-06-30,June 2006,Actual,2006-06-30,,Interventional,,,"Phase 2 Study of Safety, Tolerability, and Immunogenicity of Three Dose Levels of ACAM3000 Smallpox Vaccine","Double-Blind, Placebo-Controlled, Dose-Finding, Phase 2 Study Assessing Safety, Tolerability, Immunogenicity of Three Dose Levels of ACAM3000 Modified Vaccinia Ankara Smallpox Vaccine in Adults With and Without Previous Smallpox Vaccination",Completed,,Phase 2,590.0,Actual,Sanofi,,8.0,,,False,,,,True,,,,,,,,,,,,,2023-06-15 13:38:54,2023-06-15 13:38:54,INDUSTRY,,,,,
294033,294034,NCT00353288,,2006-07-17,,,2016-10-06,2006-07-17,2006-07-18,Estimate,,,,,,,2016-10-06,2016-10-07,Estimate,March 2006,,2006-03-31,October 2016,2016-10-31,November 2006,Actual,2006-11-30,November 2006,Actual,2006-11-30,,Interventional,,,"Immunogenicity, Safety of Measles-mumps-rubella-varicella Vaccine (MeMuRu-OKA) Compared to Priorix Given With Varilrix",Comparative Study Evaluating the Immunogenicity and Safety of MeMuRu-OKA Vaccine and Measles-mumps-rubella Vaccine (Priorix) Co-administered With Varicella Vaccine (Varilrix) in Children Primed With Measles-mumps-rubella Vaccine,Completed,,Phase 2,446.0,Actual,GlaxoSmithKline,,,,,False,,,,,,,,,,,,,,,Yes,Patient-level data for this study will be made available through www.clinicalstudydatarequest.com following the timelines and process described on this site.,2023-06-15 13:39:03,2023-06-15 13:39:03,INDUSTRY,,,,,
294175,294176,NCT04714229,,2021-01-14,,,2021-10-06,2021-01-14,2021-01-19,Actual,,,,,,,2021-10-06,2021-10-07,Actual,"September 1, 2020",Actual,2020-09-01,January 2021,2021-01-31,"September 1, 2021",Actual,2021-09-01,"November 1, 2020",Actual,2020-11-01,,Interventional,,,Safety and Immunogenicity of Meningococcal Conjugate Vaccine in Healthy Adults Aged 19 to 55 Years Old,"A Single Center, Randomized, Observer-blinded, Active Comparator Phase I Study to Assess the Safety and Immunogenicity of Meningococcal (Groups A, C, W-135 and Y) Conjugate Vaccine in Healthy Adults Aged 19 to 55 Years Old",Completed,,Phase 1,60.0,Actual,"EuBiologics Co.,Ltd",,2.0,,,False,,,,,False,False,,,,,,,,,,,2023-06-15 13:39:33,2023-06-15 13:39:33,INDUSTRY,,,,,
294318,294319,NCT00459069,,2007-04-10,,,2010-01-11,2007-04-10,2007-04-11,Estimate,,,,,,,2010-01-11,2010-01-12,Estimate,July 2004,,2004-07-31,January 2010,2010-01-31,November 2009,Actual,2009-11-30,June 2008,Actual,2008-06-30,,Interventional,,,The Use of Dendritic Cell/Tumor Fusions as a Novel Tumor Vaccine in Patients With Multiple Myeloma,The Use of Dendritic Cell/Tumor Fusions as a Novel Tumor Vaccine in Patients With Multiple Myeloma,Completed,,Phase 1,18.0,Actual,Dana-Farber Cancer Institute,,,,,False,,,,True,,,,,,,,,,,,,2023-06-15 13:40:13,2023-06-15 13:40:13,OTHER,,,,,
294423,294424,NCT01879540,,2013-06-13,2013-10-31,,2014-02-24,2013-06-13,2013-06-18,Estimate,2013-12-23,2014-02-17,Estimate,,,,2014-02-24,2014-03-26,Estimate,July 2013,,2013-07-31,February 2014,2014-02-28,August 2013,Actual,2013-08-31,August 2013,Actual,2013-08-31,,Interventional,,,"Safety and Immunogenicity of a Subunit Trivalent Influenza Vaccine, Northern Hemisphere Formulation 2013/2014, Including MF59C.1 Adjuvant, in Healthy Adults =65 Years of Age","A Phase II, Open-Label, Single-Arm, Multicenter Study to Evaluate the Safety and Immunogenicity of a Trivalent, Surface Antigen Inactivated Subunit Influenza Virus Vaccine Including MF59C.1 Adjuvant (Fluad®) in Healthy Adults =65 Years of Age",Completed,,Phase 2,63.0,Actual,Novartis,,1.0,,,False,,,,False,,,,,,,,,,,,,2023-06-18 22:22:39,2023-06-18 22:22:39,INDUSTRY,,,,,
294601,294602,NCT00460590,,2007-04-13,,,2008-08-06,2007-04-13,2007-04-16,Estimate,,,,,,,2008-08-06,2008-08-07,Estimate,October 2005,,2005-10-31,June 2008,2008-06-30,June 2008,Actual,2008-06-30,June 2008,Actual,2008-06-30,,Interventional,,,"Safety and Immunogenicity of MVA85A, in Healthy Volunteers in Cape Town","A Phase I Study Evaluating the Safety and Immunogenicity of a New TB Vaccine MVA85A, in Healthy Volunteers With no Evidence of Infection With Mycobacterium Tuberculosis, in Cape Town",Completed,,Phase 1,36.0,Actual,University of Oxford,,3.0,,,False,,,,True,,,,,,,,,,,,,2023-06-15 13:41:47,2023-06-15 13:41:47,OTHER,,,,,
294820,294821,NCT02956551,,2016-11-01,,,2018-05-29,2016-11-03,2016-11-06,Estimate,,,,,,,2018-05-29,2018-05-31,Actual,"November 30, 2016",Actual,2016-11-30,May 2018,2018-05-31,"June 1, 2020",Anticipated,2020-06-01,"December 31, 2019",Anticipated,2019-12-31,,Interventional,SKLB1608,,Personalized DC Vaccine for Lung Cancer,Neoantigen-primed DC Vaccine Therapy for Refractory Non-small Cell Lung Cancer,Unknown status,Recruiting,Phase 1,20.0,Anticipated,Sichuan University,,1.0,,,False,,,,False,,,,,,,,,,,Undecided,,2023-06-15 13:43:20,2023-06-15 13:43:20,OTHER,,,,,
294930,294931,NCT00776711,,2008-10-18,,,2017-06-30,2008-10-18,2008-10-21,Estimate,,,,,,,2017-06-30,2017-07-02,Actual,"October 16, 2008",,2008-10-16,"January 14, 2011",2011-01-14,"January 14, 2011",Actual,2011-01-14,"January 14, 2011",Actual,2011-01-14,,Interventional,,,Vaccine for Prevention of Bird Flu,"An Open-Label, Randomized Phase I Study in Healthy Adults of 4 Prime-Boost Schedules With Monovalent Influenza Subunit Virion (H5N1) Vaccine (Sanofi Pasteur, Inc), Administered Alone or Following Recombinant DNA Plasmid (H5) Vaccine (VRC, NIAID)",Completed,,Phase 1,60.0,Actual,National Institutes of Health Clinical Center (CC),,,,,False,,,,,,,,,,,,,,,,,2023-06-16 17:08:52,2023-06-16 17:08:52,NIH,,,,,
294963,294964,NCT00471471,,2007-05-08,,,2017-06-21,2007-05-08,2007-05-10,Estimate,,,,,,,2017-06-21,2017-06-22,Actual,October 2008,,2008-10-31,June 2017,2017-06-30,December 2011,Actual,2011-12-31,December 2011,Actual,2011-12-31,,Interventional,,,Vaccine Therapy in Treating Patients With Recurrent Stage III or Stage IV Melanoma That Cannot Be Removed by Surgery,"Safety and Immunogenicity of Vaccination With Multi-Epitope Peptide Vaccine Containing MART-1, gp100, and Tyrosinase Peptides Given With the Combination of GMCSF and CpG Oligonucleotide (CpG 7909) in ISA-Oil Adjuvant for Patients With Recurrent Inoperable Stage III or Stage IV Melanoma",Completed,,Phase 1,22.0,Actual,University of Pittsburgh,,1.0,,,False,,,,True,,,,,,,,,,,,,2023-06-15 13:44:18,2023-06-15 13:44:18,OTHER,,,,,
295088,295089,NCT02894008,,2016-08-01,,,2020-01-27,2016-09-02,2016-09-09,Estimate,,,,,,,2020-01-27,2020-01-28,Actual,November 2016,Actual,2016-11-30,January 2020,2020-01-31,"December 31, 2019",Actual,2019-12-31,"September 30, 2019",Actual,2019-09-30,,Interventional,Leish2a,,A Study of a New Leishmania Vaccine Candidate ChAd63-KH,A Phase IIa Safety Study to Assess the Safety and Immunogenicity of a New Leishmania Vaccine Candidate ChAd63-KH,Completed,,Phase 2,24.0,Actual,University of York,,2.0,,,False,,,,True,,,,,,,,,,,Undecided,,2023-06-15 13:45:30,2023-06-15 13:45:30,OTHER,,,,,
295254,295255,NCT00472719,,2007-05-11,,,2021-10-13,2007-05-11,2007-05-14,Estimate,,,,,,,2021-10-13,2021-10-14,Actual,August 2007,,2007-08-31,October 2021,2021-10-31,January 2013,Actual,2013-01-31,July 2008,Actual,2008-07-31,,Interventional,,,Safety of and Immune Response to a DNA HIV Vaccine Followed By Boosting With One of Two Serotypes of Adenoviral Vector HIV Vaccine in Healthy Adults,"A Phase 1B Clinical Trial to Evaluate the Safety and Immunogenicity of Recombinant Adenoviral Serotype 35 (rAd35) and Serotype 5 (rAd5) HIV-1 Vaccines When Given in Heterologous Prime-Boost Regimens or as a Boost to a Recombinant DNA Vaccine in Healthy, HIV-1-Uninfected Adult Participants With Pre-Existing Immunity to Adenovirus Serotype 5 Infection",Completed,,Phase 1,17.0,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,4.0,,,False,,,,True,,,,,,,,,,,,,2023-06-15 13:46:36,2023-06-15 13:46:36,NIH,,,,,
295379,295380,NCT00465465,,2007-04-24,,,2008-04-02,2007-04-24,2007-04-25,Estimate,,,,,,,2008-04-02,2008-04-04,Estimate,October 2005,,2005-10-31,March 2008,2008-03-31,September 2007,Actual,2007-09-30,September 2007,Actual,2007-09-30,,Interventional,,,"A Study of 2 Doses of a New TB Vaccine, MVA85A, in Healthy Volunteers Previously Vaccinated With BCG","A Dose Selection Study Evaluating the Safety and Immunogenicity of 2 Different Doses of a New TB Vaccine, MVA85A, in Healthy Volunteers Who Have Previously Been Vaccinated With BCG",Completed,,Phase 1,24.0,Actual,University of Oxford,,2.0,,,False,,,,False,,,,,,,,,,,,,2023-06-15 13:47:26,2023-06-15 13:47:26,OTHER,,,,,
295467,295468,NCT05317325,,2022-03-30,,,2022-03-30,2022-03-30,2022-04-07,Actual,,,,,,,2022-03-30,2022-04-07,Actual,"April 1, 2022",Anticipated,2022-04-01,March 2022,2022-03-31,"April 1, 2024",Anticipated,2024-04-01,"December 30, 2023",Anticipated,2023-12-30,,Interventional,,,A Translational Study of Tumor Antigen-pulsed DC Vaccine for ESCC,A Translational Study of Tumor Antigen-pulsed Dendritic Cell Vaccine for Esophageal Squamous Cell Carcinoma,Not yet recruiting,,Phase 1,20.0,Anticipated,Sichuan University,,1.0,,,False,,,,False,False,False,,,,,,,,,Yes,,2023-06-14 08:05:59,2023-06-14 08:05:59,OTHER,,,,,
295487,295488,NCT00473967,,2007-05-14,,,2012-07-06,2007-05-14,2007-05-16,Estimate,,,,,,,2012-07-06,2012-07-09,Estimate,May 2007,,2007-05-31,July 2012,2012-07-31,March 2009,Actual,2009-03-31,March 2008,Actual,2008-03-31,,Interventional,,,Phase 1 Trial of Na-ASP-2 Hookworm Vaccine in Previously Infected Brazilian Adults,"Double-blind, Randomized, Controlled Phase 1 Study of the Safety and Immunogenicity of Na-ASP-2 Hookworm Vaccine in Previously-Infected Brazilian Adults",Terminated,,Phase 1,9.0,Actual,Albert B. Sabin Vaccine Institute,,2.0,,Occurrence of unacceptable adverse events.,False,,,,True,,,,,,,,,,,,,2023-06-15 13:48:05,2023-06-15 13:48:05,OTHER,,,,,
295700,295701,NCT00532298,,2007-09-19,2012-04-23,2009-05-20,2018-05-09,2007-09-19,2007-09-20,Estimate,2012-04-23,2012-05-22,Estimate,2009-09-28,2009-09-30,Estimate,2018-05-09,2018-06-08,Actual,"September 20, 2007",,2007-09-20,November 2016,2016-11-30,"November 2, 2007",Actual,2007-11-02,"November 1, 2007",Actual,2007-11-01,,Interventional,,,Non-Inferiority of Various GSK Bio's Influenza Vaccine Presentations in Adults Aged 65 Years and Over,Non-Inferiority of GlaxoSmithKline Biologicals' Influenza Vaccine (GSK576389A) 1 Container Over 2 Container Presentation in Adults Aged 65 Years and Over,Completed,,Phase 2,1596.0,Actual,GlaxoSmithKline,,6.0,,,False,,,,,,,,,,,,,,,Yes,Patient-level data for this study will be made available through www.clinicalstudydatarequest.com following the timelines and process described on this site.,2023-06-16 17:12:58,2023-06-16 17:12:58,INDUSTRY,,,,,
295992,295993,NCT00439803,,2007-02-23,,,2008-11-07,2007-02-23,2007-02-26,Estimate,,,,,,,2008-11-07,2008-11-10,Estimate,April 2007,,2007-04-30,November 2008,2008-11-30,July 2008,Actual,2008-07-31,July 2008,Actual,2008-07-31,,Interventional,CMV,,A Clinical Trial of an Alphavirus Replicon Vaccine for Cytomegalovirus (CMV),"A Single-Site, Phase 1, Double-Blind, Safety and Immunogenicity Trial of an Alphavirus Replicon Vaccine Expressing Cytomegalovirus Genes (AVX601) in Healthy Volunteers",Completed,,Phase 1,40.0,Actual,"AlphaVax, Inc.",,8.0,,,False,,,,True,,,,,,,,,,,,,2023-06-15 13:51:46,2023-06-15 13:51:46,INDUSTRY,,,,,
296062,296063,NCT00440544,,2007-02-26,,,2008-10-31,2007-02-26,2007-02-27,Estimate,,,,,,,2008-10-31,2008-11-02,Estimate,January 2007,,2007-01-31,October 2008,2008-10-31,February 2008,Actual,2008-02-29,November 2007,Actual,2007-11-30,,Interventional,TMUVA-01,,A Phase I Trial of a LTK63 Adjuvated Tuberculosis Nasal Subunit Vaccine (Ag85B-ESAT6),A Phase I Trial of the Safety and Immunogenicity of an Adjuvated TB Subunit Vaccine (Ag85B-ESAT6 + LTK63) Administered at 0 and 2 Months,Terminated,,Phase 1,9.0,Actual,"St George's, University of London",,6.0,,Safety Issues,False,,,,True,,,,,,,,,,,,,2023-06-15 13:52:24,2023-06-15 13:52:24,OTHER,,,,,
296261,296262,NCT01095055,,2010-03-25,,,2011-03-25,2010-03-26,2010-03-29,Estimate,,,,,,,2011-03-25,2011-03-28,Estimate,March 2010,,2010-03-31,March 2011,2011-03-31,October 2010,Actual,2010-10-31,October 2010,Actual,2010-10-31,,Interventional,,,A Study of AdCh63 AMA1 Alone and With MVA AMA1,A Phase I Study to Assess the Safety and Immunogenicity of New Malaria Vaccine Candidates AdCh63 AMA1 Alone and With MVA AMA1,Completed,,Phase 1,16.0,Anticipated,University of Oxford,,2.0,,,False,,,,True,,,,,,,,,,,,,2023-06-16 17:16:37,2023-06-16 17:16:37,OTHER,,,,,
296429,296430,NCT00443157,,2007-03-02,,,2018-08-28,2007-03-02,2007-03-05,Estimate,,,,,,,2018-08-28,2018-08-29,Actual,February 2006,,2006-02-28,September 2007,2007-09-30,March 2007,Actual,2007-03-31,,,,,Interventional,MNB3,,Meningococcal B Vaccination in University Students,"A Phase II, Open Label, Randomised, Single Centre Study to Evaluate the Safety, Reactogenicity and Immunogenicity of Three or Four Doses of Meningococcal Serogroup B Outer Membrane Vesicle (OMV) Vaccine MENZBTM When Administered to Healthy Adults (University Students)",Completed,,Phase 2,50.0,,Public Health England,,,,,False,,,,,,,,,,,,,,,,,2023-06-15 13:54:40,2023-06-15 13:54:40,OTHER_GOV,,,,,
